,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,State,ZipCode,Neighborhood,Latitude,Longitude,ListOfAllPropertyUseTypes,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,YearsENERGYSTARCertified,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SourceEUI(kBtu/sf),SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity
424,557,2016,NonResidential,Supermarket / Grocery Store,Safeway 1845 - Greenwood Ave,8704 Greenwood Ave N,WA,98103.0,NORTHWEST,47.69267,-122.35506000000001,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,Parking,,,2003.0,1.0,1.0,53150.5,7450.0,45700.5,51722.0,0.0,,44.5,276.85,610.0500061,14320114.5,0.0,7903417.5,6416860.0,395.895,7.13
425,558,2016,NonResidential,Supermarket / Grocery Store,70500858 -- North Seattle,1531 NE 145th Street,WA,98155.0,NORTH,47.73315,-122.3105,Supermarket/Grocery Store,Supermarket/Grocery Store,,,,1980.0,1.0,1.0,58480.0,0.0,58480.0,44431.0,,,38.0,255.40000155,576.3000122000001,11346952.0,0.0,6551655.5,4795427.0,300.355,4.905
426,561,2016,NonResidential,Large Office,Alley24,221 Yale Avenue North,WA,98109.0,LAKE UNION,47.620290000000004,-122.33078,"Office, Parking, Retail Store",Office,Parking,Retail Store,,2005.0,1.0,6.0,336700.0,124800.0,211900.0,205698.5,64594.5,3090.0,94.5,45.099999235,133.05,9378391.0,0.0,8787831.0,0.0,61.265,0.12
427,562,2016,NonResidential,Retail Store,011-Seattle,222 Yale Ave. N.,WA,98109.0,LAKE UNION,47.62,-122.33027,Retail Store,Retail Store,,,,1996.0,1.0,4.0,267365.5,159994.0,107371.5,98863.0,,,41.0,100.95,262.9,9978909.0,0.0,7422865.0,2556200.0,187.505,0.64
428,563,2016,NonResidential,Small- and Mid-Sized Office,Darigold HQ,1130 Rainier Ave S,WA,98144.0,CENTRAL,47.59367,-122.30957,"Office, Other - Services, Parking",Office,Parking,Other - Services,,1914.0,1.0,2.0,62220.0,0.0,62220.0,60676.0,13780.0,1324.0,32.5,87.250001525,273.5499939,5409885.75,0.0,5397078.0,12918.0,38.315,0.43
429,564,2016,NonResidential,Small- and Mid-Sized Office,Poplar Building,900 Poplar Pl S.,WA,98144.0,GREATER DUWAMISH,47.59388,-122.31123999999998,"Office, Other",Office,Other,,,1970.0,1.0,1.0,65430.0,0.0,65430.0,60732.0,8142.0,,90.5,43.85000038,96.60000155,3018295.25,0.0,1665554.5,1352774.0,83.455,1.22
430,565,2016,NonResidential,Large Office,Northcut Landing,4915 25th Ave NE,WA,98105.0,NORTHEAST,47.66517,-122.30186,"Office, Parking",Office,Parking,,,2006.0,1.0,3.0,102290.0,42440.0,59850.0,83715.0,18575.0,,27.0,71.550000765,221.04999845,5989885.25,0.0,5844425.5,145579.5,48.475,0.35
431,566,2016,NonResidential,Other,Pike St,1708 E Pike St,WA,98122.0,CENTRAL,47.6144,-122.30982,Other,Other,,,,1926.0,1.0,3.0,80004.0,0.0,80004.0,74864.0,,,,176.99999695,555.65,13248772.5,0.0,13249068.0,0.0,92.36500000000001,0.775
432,568,2016,NonResidential,Warehouse,K2 and Iron Mountain (Seattle 4),4201 6th Ave S,WA,98108.0,GREATER DUWAMISH,47.56407,-122.32765,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,,,1991.0,1.0,2.0,323916.0,0.0,323916.0,263528.0,60388.0,,86.5,29.84999962,59.150000765,9656558.25,0.0,4317144.0,5339518.5,313.67499999999995,0.935
433,569,2016,NonResidential,Mixed Use Property,Pacific Tower,1200 12th Avenue South,WA,98144.0,GREATER DUWAMISH,47.5928,-122.31598999999999,"Medical Office, Office, Parking",Office,Parking,Medical Office,20102008,1932.0,1.0,14.0,304052.0,0.0,304052.0,224529.0,156487.0,78440.94922000001,76.0,60.850000765,177.99999695,18435569.5,0.0,16537884.5,1897981.0,216.09,0.61
434,570,2016,NonResidential,Small- and Mid-Sized Office,Northwest Building,2323 Eastlake Ave E,WA,98102.0,LAKE UNION,47.640370000000004,-122.32626,"Data Center, Office, Parking",Office,Parking,Data Center,,1978.0,1.0,4.0,85385.0,31210.0,54175.0,50235.0,25525.0,2875.0,77.0,91.900000765,288.5,4879919.75,0.0,4880020.5,0.0,34.019999999999996,0.275
435,571,2016,NonResidential,Distribution Center,Northwest Center Industries,7272 W. Marginal Way S.,WA,98108.0,GREATER DUWAMISH,47.53687,-122.33316,"Distribution Center, Office",Distribution Center,Office,,,1989.0,1.0,2.0,98024.0,0.0,98024.0,63896.0,33712.0,,85.5,26.74999981,66.09999962,2608332.25,0.0,1775604.0,832774.0,56.605,0.53
436,572,2016,NonResidential,Mixed Use Property,Bright Horizons,1275 Mercer St,WA,98109.0,LAKE UNION,47.62405,-122.33084,"Office, Other, Parking",Office,Parking,Other,,1928.0,1.0,1.0,65000.0,15000.0,50000.0,20000.0,15000.0,10000.0,,82.750001525,201.05,2482509.625,0.0,1638565.0,843979.0,56.245000000000005,0.81
437,573,2016,NonResidential,Large Office,617 Eastlake,617 Eastlake Ave E,WA,98109.0,LAKE UNION,47.62488,-122.33006999999999,"Office, Parking",Office,Parking,,,1990.0,1.0,5.0,144573.0,66620.0,77953.0,78521.0,66650.0,,59.0,67.250000765,211.10000155,5279879.0,0.0,5279991.5,0.0,36.81,0.175
438,574,2016,NonResidential,Retail Store,(71371A) NORTHGATE Macy's,401 NE NORTHGATE WAY,WA,98125.0,NORTH,47.70759,-122.3255,Retail Store,Retail Store,,,,1950.0,1.0,2.0,302812.0,0.0,302812.0,302812.0,,,97.0,23.850000190000003,64.000000765,7212295.75,0.0,5646588.0,1565825.5,122.525,0.365
439,575,2016,NonResidential,Small- and Mid-Sized Office,Northway Square East,2150 N 107th ST,WA,98133.0,NORTHWEST,47.707440000000005,-122.33171000000002,Office,Office,,,,1974.0,1.0,5.0,86400.0,0.0,86400.0,78200.0,,,55.0,111.79999925000001,226.19999845,8742196.0,0.0,4071727.0,4670552.0,276.44,3.0999999999999996
440,576,2016,NonResidential,Other,Northgate Village,818-832 NE Northgate Way,WA,98125.0,North,47.7094,-122.31843,Strip Mall,Strip Mall,,,,1969.0,0.5,2.0,98539.0,0.0,98539.0,98539.0,,,,56.64999962,174.10000155,5580997.25,0.0,5403481.5,177630.0,47.1,0.355
441,577,2016,NonResidential,Small- and Mid-Sized Office,NorthWay West Building,10700 Meridian Ave North,WA,98144.0,NORTHWEST,47.70732,-122.33278999999999,"Office, Parking",Office,Parking,,,1981.0,1.0,6.0,86483.0,0.0,86483.0,86483.0,0.0,,53.0,76.099999235,238.9,6578785.75,0.0,6578927.0,0.0,45.865,0.36
442,578,2016,NonResidential,Distribution Center,Pacific Plumbing Supply,7115 W Marginal Way SW,WA,98106.0,DELRIDGE,47.53926,-122.34143,"Distribution Center, Office",Distribution Center,Office,,,1976.0,1.0,1.0,51600.0,0.0,51600.0,34400.0,17200.0,,78.5,20.69999962,52.400000765,1068442.0625,0.0,756685.5,311770.5,21.835,0.395
443,579,2016,NonResidential,Warehouse,Jones Stevedoring Seattle Building,7245 West Marginal Way SW,WA,98106.0,DELRIDGE,47.53689,-122.33847,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1968.0,1.0,1.0,140520.0,0.0,140520.0,140520.0,,,67.0,14.100000095,32.599999235,1981944.0,0.0,1196221.0,785745.5,50.06999999999999,0.33999999999999997
444,580,2016,NonResidential,Large Office,PEMCO,1300 Dexter Ave N,WA,98109.0,MAGNOLIA / QUEEN ANNE,47.631159999999994,-122.34193,"Office, Parking",Office,Parking,,,1986.0,1.0,5.0,154029.0,62380.0,91649.0,91645.0,66288.0,,95.0,35.599999235,96.59999845,3261389.25,0.0,2597644.5,663768.0,53.36,0.33
445,581,2016,NonResidential,Other,Meridian Medical Pavilion,11011 Meridian Ave N,WA,98133.0,NORTHWEST,47.708870000000005,-122.33493999999999,"Medical Office, Parking",Parking,Medical Office,,,2005.0,1.0,3.0,161789.0,91935.0,69854.0,91935.0,69854.0,,,100.099998475,314.05,6992066.75,0.0,6984207.5,8005.0,49.11,0.21
446,582,2016,NonResidential,Medical Office,McMurray Medical Building,1536 N. 115th Street,WA,98133.0,NORTHWEST,47.7126,-122.33782,"Medical Office, Retail Store",Medical Office,Retail Store,,,2005.0,1.0,3.0,63909.0,0.0,63909.0,60670.0,3239.0,,,71.699999235,225.14999845,4581662.75,0.0,4581754.5,0.0,31.939999999999998,0.35
447,583,2016,NonResidential,Warehouse,Iron Mountain,1201 N. 96th St.,WA,98103.0,NORTHWEST,47.69814,-122.34295,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,,,1948.0,1.0,2.0,53472.0,0.0,53472.0,46846.0,10033.0,,,17.80000019,33.64999981,1011549.8125,0.0,407401.0,604158.0,34.93,0.64
448,584,2016,NonResidential,Warehouse,Lenci Corporation,428 S. Cloverdale,WA,98108.0,GREATER DUWAMISH,47.526959999999995,-122.32913,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1980.0,1.0,1.0,50417.0,0.0,50417.0,50417.0,,,36.5,28.799999235,55.050000765,1454125.5,0.0,597587.0,856545.5,49.66,0.97
449,585,2016,NonResidential,Medical Office,NWH Outpatient Medical Center,10330 Meridian Ave N,WA,98133.0,NORTHWEST,47.70449,-122.33272,Medical Office,Medical Office,,,,1961.0,1.0,3.0,133298.0,0.0,133298.0,133298.0,,,27.5,114.50000155000001,295.75000305000003,15263596.5,0.0,11193651.5,4070167.5,294.20000000000005,2.035
450,586,2016,NonResidential,Retail Store,"SEATTLE, WA-0106",401 NE NORTHGATE WAY STE 475,WA,98125.0,NORTH,47.70759,-122.3255,Retail Store,Retail Store,,,2009,1965.0,1.0,2.0,168619.0,0.0,168619.0,173106.0,,,77.0,37.64999962,106.55,6516195.75,0.0,5552897.5,963415.0,89.88,0.46
451,588,2016,NonResidential,Mixed Use Property,1616 Eastlake,1616 Eastlake Ave. E,WA,98102.0,LAKE UNION,47.63451,-122.32505,"Laboratory, Office, Parking",Parking,Laboratory,Office,,2002.0,0.5,5.0,251827.0,113318.0,138509.0,113318.0,84000.0,84000.0,,268.29999695,631.0999878,45075478.0,0.0,28084212.0,16991826.0,1098.22,4.13
452,589,2016,NonResidential,Large Office,1260 Mercer,1260 Mercer St,WA,98109.0,LAKE UNION,47.6244,-122.33157,"Office, Parking",Office,Parking,,,2000.0,1.0,4.0,168331.0,71385.0,96946.0,103970.0,71390.0,,89.5,64.800000765,203.49999695,6738926.75,0.0,6739071.0,0.0,46.980000000000004,0.19
453,590,2016,NonResidential,Warehouse,4727 Building,4727 DENVER AVE S,WA,98134.0,GREATER DUWAMISH,47.56089,-122.33474,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1969.0,1.0,2.0,104786.0,0.0,104786.0,104786.0,,,92.5,9.500000095499999,23.75000019,994564.9375,0.0,691955.0,302625.0,20.9,0.185
454,592,2016,NonResidential,Other,SEATTLE 1ST AVE GAR,4755 1ST AVE S,WA,98134.0,GREATER DUWAMISH,47.55787,-122.335,Other,Other,,,,2000.0,1.0,1.0,53040.0,20800.0,32240.0,51427.0,,,,34.950000765,76.05,1797687.25,0.0,968650.0,829057.5,50.785,0.915
455,594,2016,NonResidential,Other,McKinstry SEA - 220 S Hudson Shop,220 S Hudson St,WA,98134.0,GREATER DUWAMISH,47.55741,-122.33163,Other,Other,,,,1973.0,0.5,1.0,110689.0,0.0,110689.0,110689.0,,,,20.600000190000003,30.24999981,2283727.125,0.0,455718.0,1828020.5,100.265,0.895
456,595,2016,NonResidential,Small- and Mid-Sized Office,McKinstry SEA - 220 S Dawson Office,220 S Dawson St,WA,98134.0,GREATER DUWAMISH,47.5563,-122.33186,Office,Office,,,2016,1948.0,1.0,1.0,53620.0,0.0,53620.0,53620.0,,,87.0,37.850000765,112.3,2028861.125,0.0,1861672.0,167227.0,21.86,0.33499999999999996
457,596,2016,NonResidential,Small- and Mid-Sized Office,5050,5050 1st Ave S,WA,98134.0,GREATER DUWAMISH,47.55623,-122.33316,Office,Office,,,,1938.0,1.0,1.0,50008.0,0.0,50008.0,50008.0,,,59.5,65.75,167.60000305,3287897.5,0.0,2358460.5,929487.5,65.81,1.215
458,597,2016,NonResidential,Large Office,635 Elliott - South Bldg.,635 Elliott Avenue West,WA,98119.0,MAGNOLIA / QUEEN ANNE,47.6252,-122.36737,"Office, Parking",Office,Parking,,,2009.0,1.0,4.0,291176.0,100176.0,191000.0,194674.0,111198.0,,98.5,32.70000038,102.34999925,6370327.75,0.0,6334338.5,36114.0,46.075,0.115
459,598,2016,NonResidential,Warehouse,4225 2nd Ave So.,4225 2nd Ave. South,WA,98134.0,GREATER DUWAMISH,47.565490000000004,-122.33221,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,,,1957.0,1.0,1.0,50832.0,0.0,50832.0,43920.0,6912.0,,57.5,51.35000038,82.650000765,2608828.125,0.0,700442.0,1908402.5,106.24,2.0599999999999996
460,599,2016,NonResidential,Refrigerated Warehouse,Uwajimaya (Seattle 5),4601 6th Ave S,WA,98108.0,GREATER DUWAMISH,47.56158,-122.32753999999998,Refrigerated Warehouse,Refrigerated Warehouse,,,,1971.0,1.0,1.0,76354.0,0.0,76354.0,69821.5,,,66.5,42.55000038,133.00000075,2932654.25,0.0,2918447.0,14269.5,21.105,0.195
461,600,2016,NonResidential,Warehouse,Merlino Foods Building,4100 4th Avenue South,WA,98134.0,GREATER DUWAMISH,47.56558,-122.32888999999999,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1956.0,1.0,1.0,98480.0,0.0,98480.0,98480.0,,,66.0,28.59999962,80.14999847499999,2811900.75,0.0,2362867.0,449082.0,40.325,0.36
462,601,2016,NonResidential,Mixed Use Property,Wallingford Center,1815 N 45th St.,WA,98103.0,LAKE UNION,47.66113,-122.33572,"Multifamily Housing, Parking, Restaurant, Retail Store",Retail Store,Parking,Multifamily Housing,,1904.0,1.0,2.0,53002.0,0.0,53002.0,31602.0,27427.0,18130.0,78.5,61.500000764999996,164.30000155,3285727.125,0.0,2550329.0,735450.0,56.84,0.97
463,602,2016,NonResidential,Mixed Use Property,199 Blaine,199 E Blaine St.,WA,98102.0,LAKE UNION,47.63465,-122.32592,"Laboratory, Office, Parking",Office,Parking,Laboratory,,2008.0,1.0,3.0,175918.0,51218.0,124700.0,66737.0,58218.0,30230.0,,219.60000155,477.15000305,21296945.0,0.0,11440357.5,9856811.5,603.25,3.295
464,603,2016,NonResidential,Other,1241 Eastlake - Zymogenetics,1241 Eastlake Ave E,WA,98102.0,LAKE UNION,47.63108,-122.32746000000002,"Other, Parking",Other,Parking,,,1920.0,1.0,3.0,169785.0,63782.0,106003.0,106003.0,63782.0,,,190.29999845,467.1,20171477.0,0.0,13555389.5,6616374.0,445.89,2.45
465,604,2016,NonResidential,Large Office,AGC Building,1200 Westlake Ave N,WA,98109.0,LAKE UNION,47.63,-122.3396,"Food Service, Office, Parking, Restaurant",Office,Restaurant,Parking,,1971.0,1.0,11.0,124721.0,0.0,124721.0,107594.0,15600.0,12000.0,57.0,111.65000075,253.99999845000002,13924876.0,0.0,8163261.5,5761786.0,362.915,2.765
466,605,2016,NonResidential,Small- and Mid-Sized Office,Lake Union Building,1700 Westlake Ave N,WA,98109.0,LAKE UNION,47.633759999999995,-122.33968,"Office, Parking",Office,Parking,,,1970.0,1.0,7.0,94002.0,0.0,94002.0,93905.0,31348.0,,66.0,66.54999962,208.90000155,6247612.5,0.0,6247754.0,0.0,43.555,0.305
467,606,2016,NonResidential,Warehouse,NWCP-SEA Bldg U,520 S Brandon St,WA,98108.0,GREATER DUWAMISH,47.55515,-122.3275,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1974.0,1.0,1.0,93020.0,0.0,93020.0,93020.0,,,60.5,13.35,41.84999962,1239379.4375,0.0,1239405.0,0.0,8.64,0.065
468,607,2016,NonResidential,Supermarket / Grocery Store,Safeway 1965 - Rainier Ave,9262 Rainier Ave,WA,98118.0,SOUTHEAST,47.52095,-122.26825,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,Parking,,,2002.0,1.0,1.0,61053.0,0.0,61053.0,54434.0,0.0,,32.5,244.10000155,582.1500061,13287074.5,0.0,8487110.5,4800140.0,314.105,4.845
470,609,2016,NonResidential,Small- and Mid-Sized Office,111 S. Jackson,111 South Jackson Street,WA,98104.0,DOWNTOWN,47.59895,-122.33379,Office,Office,,,2017,1904.0,1.0,5.0,78920.0,0.0,78920.0,72082.0,,,91.5,33.2,104.04999925000001,2411682.375,0.0,2405406.5,0.0,16.765,0.16
471,610,2016,NonResidential,Small- and Mid-Sized Office,FX McRory Building,419 Occidental Ave. S.,WA,98104.0,DOWNTOWN,47.59855,-122.33327,"Office, Retail Store",Office,Retail Store,,,1906.0,1.0,7.0,99440.0,0.0,99440.0,65088.0,23857.0,,61.5,75.750001525,194.10000305,6735196.75,0.0,4877814.0,1857487.0,132.655,1.2200000000000002
472,611,2016,NonResidential,Small- and Mid-Sized Office,Westland Building,100 South King Street,WA,98104.0,DOWNTOWN,47.59856,-122.33379,Office,Office,,,,1907.0,1.0,6.0,73260.0,0.0,73260.0,63871.0,,,83.0,43.80000038,137.55000155,2797650.25,0.0,2797707.0,0.0,19.505000000000003,0.185
473,612,2016,NonResidential,Small- and Mid-Sized Office,The Globe Building,105 South Main St.,WA,98104.0,DOWNTOWN,47.599790000000006,-122.3338,"Office, Retail Store",Office,Retail Store,,,1900.0,1.0,4.0,72412.0,0.0,72412.0,34647.0,26039.0,,87.5,34.450000765,80.6,2090916.75,699112.59375,1238632.5,153197.0,70.735,0.9450000000000001
474,613,2016,NonResidential,Small- and Mid-Sized Office,The Grand Central Building,216 1st Ave. S.,WA,98104.0,DOWNTOWN,47.60035,-122.33379,"Enclosed Mall, Office",Office,Enclosed Mall,,,1900.0,1.0,4.0,84750.0,0.0,84750.0,41609.0,28734.0,,95.0,31.89999962,91.549999235,2243595.3125,0.0,1954844.0,288794.5,28.965,0.29000000000000004
475,614,2016,NonResidential,Small- and Mid-Sized Office,Interurban Building,157 Yesler Way,WA,98104.0,DOWNTOWN,47.601459999999996,-122.33248,"Office, Restaurant, Retail Store",Office,Retail Store,Restaurant,,1900.0,1.0,6.0,75496.0,13320.0,62176.0,45799.0,9739.0,4689.0,,57.44999962,180.30000305,3458864.375,0.0,3458934.0,0.0,24.115000000000002,0.225
476,615,2016,NonResidential,Large Office,Occidental Mall,308 Occidental Avenue S,WA,98104.0,DOWNTOWN,47.59962,-122.33247,"Office, Retail Store",Office,Retail Store,,,1900.0,1.0,4.0,164380.0,0.0,164380.0,123607.0,20795.0,,79.0,51.85,143.45000155,7487648.5,391406.15625,6119470.5,976897.0,124.755,0.6799999999999999
477,616,2016,NonResidential,Large Office,(ID616) Court in the Square,401 Second Ave S,WA,98104.0,DOWNTOWN,47.59858,-122.33198,Office,Office,,,,1907.0,1.0,7.0,160580.0,0.0,160580.0,160580.0,,,98.0,28.3,69.350000765,4547721.75,401947.45314999996,3014543.0,1131293.5,112.125,0.6599999999999999
479,619,2016,Nonresidential COS,Other,King Street Station,303 S Jackson Street,WA,98104.0,DOWNTOWN,47.59871,-122.3299,"Data Center, Office, Other, Other - Entertainment/Public Assembly",Other,Office,Other - Entertainment/Public Assembly,,1906.0,1.0,3.0,67755.0,0.0,67755.0,33647.0,19705.0,11988.0,,28.45000019,89.35000152500001,1863655.0,0.0,1863693.0,0.0,12.995000000000001,0.135
480,620,2016,NonResidential,Mixed Use Property,Pacific Office Automation,1064 4th Ave S,WA,98134.0,GREATER DUWAMISH,47.593340000000005,-122.32905,"Distribution Center, Non-Refrigerated Warehouse, Office",Office,Distribution Center,Non-Refrigerated Warehouse,,1910.0,1.0,3.0,56700.0,0.0,56700.0,26250.0,18050.0,12400.0,37.5,41.299999619999994,118.40000155,2343205.0,0.0,2034566.0,308681.0,30.575,0.465
481,621,2016,NonResidential,Warehouse,1021-1045 6th Ave. S.,1045 6th Avenue South,WA,98134.0,GREATER DUWAMISH,47.59366,-122.32666,"Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,Retail Store,,,1922.0,1.0,1.0,82852.0,0.0,82852.0,58472.0,23282.0,,84.5,25.999999619999997,52.30000038,2127489.75,0.0,978034.0,1149474.5,67.86500000000001,0.795
482,622,2016,NonResidential,Other,Pacific Galleries,241 S Lander St,WA,98134.0,GREATER DUWAMISH,47.579409999999996,-122.33131000000002,"Distribution Center, Office, Other",Other,Distribution Center,Office,,1953.0,1.0,2.0,76442.0,0.0,76442.0,50500.0,18000.0,7604.0,,48.24999962,97.54999845,3672402.5,0.0,1707032.5,1965405.5,116.28,1.47
483,623,2016,NonResidential,Distribution Center,Hullin Transfer Building,270 S HANFORD ST,WA,98134.0,GREATER DUWAMISH,47.57658,-122.33053999999998,"Distribution Center, Office",Distribution Center,Office,,,1962.0,1.0,2.0,92792.0,0.0,92792.0,85343.0,13435.0,,56.5,31.149999809999997,75.150000765,3079243.5,0.0,2004399.5,1074885.0,71.06,0.72
484,624,2016,NonResidential,Other,South Occidental Warehouse,1900 Occidental Ave S,WA,98134.0,GREATER DUWAMISH,47.58444,-122.33282,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,,,,1941.0,1.5,2.0,125519.0,0.0,125519.0,142901.0,,,,25.299999905,62.44999962,3622090.0,0.0,2455453.5,1166692.0,79.08500000000001,0.5800000000000001
485,625,2016,NonResidential,Large Office,"2200 Equities, LLC",2200 1st Avenue South,WA,98134.0,GREATER DUWAMISH,47.58361,-122.33368999999999,Office,Office,,,,1900.0,1.0,4.0,129000.0,25800.0,103200.0,104869.0,,,82.5,39.85000038,125.15,4179215.0,0.0,4179296.5,0.0,29.134999999999998,0.16
486,626,2016,NonResidential,Warehouse,Warehouse 1,1750 Occidental Ave S,WA,98134.0,GREATER DUWAMISH,47.58781,-122.33263999999998,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1954.0,1.0,1.0,78814.0,0.0,78814.0,78814.0,,,78.0,9.39999981,23.59999962,741227.9375,0.0,517522.5,223714.0,15.49,0.185
487,627,2016,NonResidential,Small- and Mid-Sized Office,Roebling Building,901 Occidental Ave S,WA,98134.0,GREATER DUWAMISH,47.59486,-122.33368,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking",Office,Non-Refrigerated Warehouse,Multifamily Housing,,1904.0,1.0,4.0,58970.0,0.0,58970.0,39870.0,11600.0,7000.0,,29.94999981,71.499999235,1750026.875,0.0,1121540.5,628509.0,41.2,0.6599999999999999
488,628,2016,NonResidential,Distribution Center,Palmer Court Building,1000 1st Ave S,WA,98134.0,GREATER DUWAMISH,47.59403,-122.33367,"Distribution Center, Office, Parking",Distribution Center,Office,Parking,,1910.0,1.0,6.0,75600.0,10800.0,64800.0,51040.0,10500.0,6000.0,22.0,38.950000380000006,122.24999844999999,2395975.875,0.0,2396019.0,0.0,16.7,0.16
489,629,2016,NonResidential,Distribution Center,1016 1st Ave S LP,1014 1st Ave S,WA,98134.0,GREATER DUWAMISH,47.59363,-122.33371000000001,"Distribution Center, Non-Refrigerated Warehouse, Office, Retail Store",Distribution Center,Non-Refrigerated Warehouse,Office,,1907.0,1.0,4.0,56270.0,0.0,56270.0,39884.0,9270.0,4116.0,,18.64999962,58.55,1048687.5625,0.0,1048709.0,0.0,7.3100000000000005,0.09
490,630,2016,NonResidential,Small- and Mid-Sized Office,The Reedo Building,542 1st Avenue South,WA,98104.0,DOWNTOWN,47.59701,-122.33378,"Office, Retail Store",Office,Retail Store,,,1904.0,1.0,4.0,66842.0,0.0,66842.0,43122.0,10514.0,,32.5,95.34999925,239.3,5113480.25,0.0,3572024.5,1541532.5,106.775,1.48
491,632,2016,NonResidential,Small- and Mid-Sized Office,Provident Building,568 1st Avenue South,WA,98104.0,DOWNTOWN,47.59639,-122.33368,"Office, Parking",Office,Parking,,,1909.0,1.0,6.0,75288.0,10800.0,64488.0,65362.5,10918.0,,79.5,44.999999235000004,141.45000305000002,2944053.5,0.0,2943745.0,370.5,20.545,0.19
492,633,2016,NonResidential,Large Office,83 S KING ST BLDG (ID633),83 S KING ST,WA,98104.0,DOWNTOWN,47.59806,-122.33475,"Data Center, Office",Office,Data Center,,,1904.0,1.0,7.0,184322.0,0.0,184322.0,184119.0,406.0,,78.0,54.35000038,170.70000305000002,10020371.0,0.0,10020584.0,0.0,69.855,0.26
493,634,2016,NonResidential,Large Office,505 FIRST AVE S BLDG (ID634),505 1ST AVE S,WA,98104.0,DOWNTOWN,47.59767,-122.33466999999999,"Office, Retail Store",Office,Retail Store,,,2009.0,1.0,7.0,287853.0,0.0,287853.0,273812.0,12102.0,,38.0,94.400000765,295.90000610000004,27000082.0,0.0,26912079.0,88590.0,192.315,0.455
